data_folder,FSD_MIX_SED_filename,start_time,label
base/train,soundscape_44708.wav,8.15,10
base/train,soundscape_148484.wav,6.13,10
base/train,soundscape_96858.wav,4.97,10
base/train,soundscape_90036.wav,5.59,10
base/train,soundscape_190225.wav,4.71,10
base/train,soundscape_122876.wav,6.37,10
base/train,soundscape_90956.wav,6.73,10
base/train,soundscape_59835.wav,8.09,10
base/train,soundscape_12033.wav,0.0,10
base/train,soundscape_37160.wav,0.96,10
base/train,soundscape_120210.wav,6.11,10
base/train,soundscape_15118.wav,7.44,10
base/train,soundscape_93856.wav,3.94,10
base/train,soundscape_148824.wav,6.68,10
base/train,soundscape_139745.wav,5.41,10
base/train,soundscape_7433.wav,4.18,10
base/train,soundscape_26414.wav,9.0,10
base/train,soundscape_88579.wav,2.63,10
base/train,soundscape_67590.wav,1.87,10
base/train,soundscape_180721.wav,7.76,10
base/train,soundscape_27323.wav,2.79,10
base/train,soundscape_176724.wav,0.08,10
base/train,soundscape_202563.wav,0.68,10
base/train,soundscape_125001.wav,3.22,10
base/train,soundscape_101441.wav,8.16,10
base/train,soundscape_121648.wav,4.9,10
base/train,soundscape_204512.wav,1.13,10
base/train,soundscape_45260.wav,8.14,10
base/train,soundscape_22789.wav,5.16,10
base/train,soundscape_122963.wav,0.47,10
base/train,soundscape_17786.wav,5.1,10
base/train,soundscape_165272.wav,2.17,10
base/train,soundscape_147822.wav,2.91,10
base/train,soundscape_19501.wav,7.85,10
base/train,soundscape_90459.wav,3.17,10
base/train,soundscape_21150.wav,5.99,10
base/train,soundscape_61449.wav,7.36,10
base/train,soundscape_70268.wav,4.54,10
base/train,soundscape_19785.wav,2.44,10
base/train,soundscape_99484.wav,6.02,10
base/train,soundscape_3832.wav,8.35,10
base/train,soundscape_122130.wav,4.34,10
base/train,soundscape_46621.wav,7.96,10
base/train,soundscape_10438.wav,3.88,10
base/train,soundscape_44896.wav,5.83,10
base/train,soundscape_62761.wav,8.8,10
base/train,soundscape_50560.wav,5.28,10
base/train,soundscape_61114.wav,5.42,10
base/train,soundscape_28382.wav,1.3,10
base/train,soundscape_27613.wav,1.45,10
base/train,soundscape_131088.wav,3.04,10
base/train,soundscape_193386.wav,0.85,10
base/train,soundscape_98250.wav,6.72,10
base/train,soundscape_130525.wav,5.21,10
base/train,soundscape_6685.wav,0.5,10
base/train,soundscape_139991.wav,2.96,10
base/train,soundscape_28255.wav,1.21,10
base/train,soundscape_16829.wav,4.4,10
base/train,soundscape_59627.wav,3.93,10
base/train,soundscape_26545.wav,2.52,10
base/train,soundscape_84483.wav,1.79,10
base/train,soundscape_110515.wav,6.25,10
base/train,soundscape_91791.wav,3.06,10
base/train,soundscape_164415.wav,8.92,10
base/train,soundscape_151035.wav,0.05,10
base/train,soundscape_25831.wav,1.08,10
base/train,soundscape_138097.wav,5.85,10
base/train,soundscape_3217.wav,8.48,10
base/train,soundscape_85229.wav,2.24,10
base/train,soundscape_157232.wav,0.0,10
base/train,soundscape_28008.wav,5.82,10
base/train,soundscape_142088.wav,0.29,10
base/train,soundscape_201484.wav,3.94,10
base/train,soundscape_122974.wav,0.0,10
base/train,soundscape_54242.wav,6.33,10
base/train,soundscape_103000.wav,5.18,10
base/train,soundscape_143921.wav,4.17,10
base/train,soundscape_72579.wav,6.54,10
base/train,soundscape_12071.wav,8.84,10
base/train,soundscape_7469.wav,1.75,10
base/train,soundscape_68653.wav,2.6,10
base/train,soundscape_53461.wav,6.42,10
base/train,soundscape_170162.wav,0.63,10
base/train,soundscape_110317.wav,3.86,10
base/train,soundscape_44878.wav,5.27,10
base/train,soundscape_118544.wav,7.45,10
base/train,soundscape_180664.wav,0.02,10
base/train,soundscape_10900.wav,3.57,10
base/train,soundscape_171729.wav,0.37,10
base/train,soundscape_171486.wav,0.39,10
base/train,soundscape_114346.wav,7.62,10
base/train,soundscape_90260.wav,1.96,10
base/train,soundscape_91981.wav,5.91,10
base/train,soundscape_142581.wav,0.49,10
base/train,soundscape_1381.wav,4.79,10
base/train,soundscape_141364.wav,1.29,10
base/train,soundscape_137094.wav,8.94,10
base/train,soundscape_92671.wav,6.33,10
base/train,soundscape_20560.wav,2.93,10
base/train,soundscape_31676.wav,2.59,10
base/train,soundscape_11327.wav,5.65,10
base/train,soundscape_163798.wav,2.18,10
base/train,soundscape_133816.wav,5.65,10
base/train,soundscape_82621.wav,3.01,10
base/train,soundscape_139299.wav,7.15,10
base/train,soundscape_111307.wav,0.28,10
base/train,soundscape_84150.wav,2.74,10
base/train,soundscape_57879.wav,3.38,10
base/train,soundscape_33543.wav,3.82,10
base/train,soundscape_139590.wav,3.02,10
base/train,soundscape_20103.wav,0.18,10
base/train,soundscape_76412.wav,0.23,10
base/train,soundscape_24457.wav,4.1,10
base/train,soundscape_190544.wav,5.68,10
base/train,soundscape_26317.wav,8.81,10
base/train,soundscape_79640.wav,0.06,10
base/train,soundscape_166194.wav,4.31,10
base/train,soundscape_4805.wav,2.99,10
base/train,soundscape_77493.wav,7.64,10
base/train,soundscape_62893.wav,5.06,10
base/train,soundscape_137041.wav,3.44,10
base/train,soundscape_169191.wav,2.81,10
base/train,soundscape_6189.wav,5.98,10
base/train,soundscape_193980.wav,0.36,10
base/train,soundscape_113176.wav,4.89,10
base/train,soundscape_41118.wav,7.27,10
base/train,soundscape_50072.wav,5.81,10
base/train,soundscape_134817.wav,2.82,10
base/train,soundscape_158117.wav,8.6,10
base/train,soundscape_15757.wav,8.69,10
base/train,soundscape_161954.wav,3.56,10
base/train,soundscape_22810.wav,1.56,10
base/train,soundscape_11537.wav,6.4,10
base/train,soundscape_159353.wav,4.52,10
base/train,soundscape_188147.wav,6.18,10
base/train,soundscape_109317.wav,4.76,10
base/train,soundscape_101622.wav,6.4,10
base/train,soundscape_19699.wav,0.21,10
base/train,soundscape_186716.wav,7.07,10
base/train,soundscape_85400.wav,0.3,10
base/train,soundscape_139108.wav,7.46,10
base/train,soundscape_109773.wav,3.03,10
base/train,soundscape_23751.wav,5.08,10
base/train,soundscape_68048.wav,1.37,10
base/train,soundscape_40786.wav,2.34,10
base/train,soundscape_124574.wav,2.9,10
base/train,soundscape_78263.wav,0.62,10
base/train,soundscape_120349.wav,3.49,10
base/train,soundscape_144952.wav,0.53,10
base/train,soundscape_11052.wav,8.76,10
base/train,soundscape_143080.wav,7.68,10
base/train,soundscape_186825.wav,2.59,10
base/train,soundscape_29554.wav,1.43,10
base/train,soundscape_110558.wav,6.79,10
base/train,soundscape_74316.wav,6.53,10
base/train,soundscape_92336.wav,4.23,10
base/train,soundscape_192091.wav,2.24,10
base/train,soundscape_176887.wav,6.71,10
base/train,soundscape_158399.wav,2.49,10
base/train,soundscape_31354.wav,2.68,10
base/train,soundscape_57001.wav,2.88,10
base/train,soundscape_195995.wav,1.04,10
base/train,soundscape_140013.wav,2.62,10
base/train,soundscape_23007.wav,0.11,10
base/train,soundscape_118967.wav,4.32,10
base/train,soundscape_90467.wav,0.39,10
base/train,soundscape_117114.wav,2.24,10
base/train,soundscape_106945.wav,4.72,10
base/train,soundscape_58144.wav,9.0,10
base/train,soundscape_174017.wav,6.2,10
base/train,soundscape_102251.wav,6.37,10
base/train,soundscape_171830.wav,0.05,10
base/train,soundscape_185197.wav,3.84,10
base/train,soundscape_123734.wav,5.32,10
base/train,soundscape_118522.wav,7.77,10
base/train,soundscape_200840.wav,2.96,10
base/train,soundscape_58199.wav,7.93,10
base/train,soundscape_178956.wav,7.7,10
base/train,soundscape_173021.wav,5.89,10
base/train,soundscape_60273.wav,4.63,10
base/train,soundscape_25111.wav,4.51,10
base/train,soundscape_35629.wav,4.82,10
base/train,soundscape_146837.wav,2.47,10
base/train,soundscape_101368.wav,8.11,10
base/train,soundscape_119297.wav,7.25,10
base/train,soundscape_91654.wav,4.29,10
base/train,soundscape_47651.wav,3.06,10
base/train,soundscape_91850.wav,3.11,10
base/train,soundscape_56893.wav,1.75,10
base/train,soundscape_194239.wav,9.0,10
base/train,soundscape_187517.wav,2.26,10
base/train,soundscape_94666.wav,1.84,10
base/train,soundscape_105437.wav,7.39,10
base/train,soundscape_97271.wav,6.84,10
base/train,soundscape_91271.wav,7.13,10
base/train,soundscape_86958.wav,1.12,10
base/train,soundscape_120937.wav,8.66,10
base/train,soundscape_22695.wav,4.95,10
base/train,soundscape_50102.wav,1.36,10
base/train,soundscape_93824.wav,3.86,10
base/train,soundscape_179730.wav,6.91,10
base/train,soundscape_203863.wav,8.26,10
base/train,soundscape_27261.wav,8.05,10
base/train,soundscape_82656.wav,7.58,10
base/train,soundscape_42957.wav,6.2,10
base/train,soundscape_7809.wav,5.99,10
base/train,soundscape_112751.wav,7.26,10
base/train,soundscape_104611.wav,5.75,10
base/train,soundscape_36015.wav,0.81,10
base/train,soundscape_78564.wav,7.95,10
base/train,soundscape_168043.wav,2.45,10
base/train,soundscape_78720.wav,1.71,10
base/train,soundscape_12431.wav,3.34,10
base/train,soundscape_17896.wav,6.39,10
base/train,soundscape_35109.wav,6.59,10
base/train,soundscape_158123.wav,6.14,10
base/train,soundscape_12886.wav,0.84,10
base/train,soundscape_116126.wav,1.94,10
base/train,soundscape_21664.wav,6.79,10
base/train,soundscape_83526.wav,3.2,10
base/train,soundscape_111465.wav,0.32,10
base/train,soundscape_34268.wav,7.28,10
base/train,soundscape_125423.wav,1.73,10
base/train,soundscape_171633.wav,7.74,10
base/train,soundscape_59755.wav,1.52,10
base/train,soundscape_179005.wav,0.27,10
base/train,soundscape_75213.wav,1.4,10
base/train,soundscape_125788.wav,7.48,10
base/train,soundscape_103874.wav,6.03,10
base/train,soundscape_201739.wav,2.19,10
base/train,soundscape_165618.wav,5.83,10
base/train,soundscape_203948.wav,7.79,10
base/train,soundscape_200958.wav,6.69,10
base/train,soundscape_110324.wav,7.69,10
base/train,soundscape_158612.wav,5.51,10
base/train,soundscape_115842.wav,6.83,10
base/train,soundscape_190362.wav,5.79,10
base/train,soundscape_150323.wav,6.84,10
base/train,soundscape_107911.wav,6.88,10
base/train,soundscape_198259.wav,3.84,10
base/train,soundscape_174192.wav,4.1,10
base/train,soundscape_133949.wav,8.99,10
base/train,soundscape_131396.wav,0.8,10
base/train,soundscape_178012.wav,4.33,10
base/train,soundscape_132107.wav,2.67,10
base/train,soundscape_204473.wav,8.96,10
base/train,soundscape_2470.wav,4.41,10
base/train,soundscape_15696.wav,1.49,10
base/train,soundscape_140255.wav,0.39,10
base/train,soundscape_38550.wav,8.38,10
base/train,soundscape_158819.wav,6.3,10
base/train,soundscape_171673.wav,1.47,10
base/train,soundscape_158584.wav,3.48,10
base/train,soundscape_15104.wav,2.79,10
base/train,soundscape_92997.wav,9.0,10
base/train,soundscape_34001.wav,6.28,10
base/train,soundscape_55928.wav,5.09,10
base/train,soundscape_28218.wav,7.52,10
base/train,soundscape_153136.wav,6.98,10
base/train,soundscape_113321.wav,2.18,10
base/train,soundscape_88752.wav,1.02,10
base/train,soundscape_12981.wav,8.92,10
base/train,soundscape_76425.wav,5.23,10
base/train,soundscape_170025.wav,7.26,10
base/train,soundscape_110282.wav,4.66,10
base/train,soundscape_136046.wav,7.29,10
base/train,soundscape_128288.wav,7.74,10
base/train,soundscape_182289.wav,3.93,10
base/train,soundscape_143862.wav,6.04,10
base/train,soundscape_117879.wav,4.55,10
base/train,soundscape_73490.wav,0.96,10
base/train,soundscape_8628.wav,7.65,10
base/train,soundscape_110042.wav,0.17,10
base/train,soundscape_41181.wav,5.39,10
base/train,soundscape_139746.wav,1.42,10
base/train,soundscape_38171.wav,8.84,10
base/train,soundscape_171766.wav,2.63,10
base/train,soundscape_61748.wav,7.01,10
base/train,soundscape_5477.wav,2.68,10
base/train,soundscape_78128.wav,7.78,10
base/train,soundscape_43058.wav,3.7,10
base/train,soundscape_70517.wav,3.85,10
base/train,soundscape_191394.wav,4.23,10
base/train,soundscape_54663.wav,2.55,10
base/train,soundscape_155405.wav,2.93,10
base/train,soundscape_82359.wav,3.27,10
base/train,soundscape_200857.wav,1.96,10
base/train,soundscape_111765.wav,2.02,10
base/train,soundscape_162260.wav,0.04,10
base/train,soundscape_15079.wav,8.72,10
base/train,soundscape_161880.wav,2.19,10
base/train,soundscape_99017.wav,4.29,10
base/train,soundscape_99649.wav,1.07,10
base/train,soundscape_77802.wav,6.32,10
base/train,soundscape_31504.wav,5.52,10
base/train,soundscape_149551.wav,4.6,10
base/train,soundscape_79981.wav,0.56,10
base/train,soundscape_146260.wav,2.26,10
base/train,soundscape_86630.wav,0.56,10
base/train,soundscape_90506.wav,2.51,10
base/train,soundscape_56237.wav,2.84,10
base/train,soundscape_58720.wav,0.48,10
base/train,soundscape_183263.wav,0.7,10
base/train,soundscape_16101.wav,3.66,10
base/train,soundscape_175113.wav,7.34,10
base/train,soundscape_86088.wav,0.42,10
base/train,soundscape_105355.wav,4.46,10
base/train,soundscape_45697.wav,0.71,10
base/train,soundscape_48693.wav,0.25,10
base/train,soundscape_39970.wav,6.98,10
base/train,soundscape_166854.wav,3.92,10
base/train,soundscape_58894.wav,1.56,10
base/train,soundscape_59345.wav,7.39,10
base/train,soundscape_57712.wav,0.64,10
base/train,soundscape_150169.wav,1.75,10
base/train,soundscape_180742.wav,7.84,10
base/train,soundscape_60699.wav,9.0,10
base/train,soundscape_46345.wav,3.97,10
base/train,soundscape_29580.wav,7.78,10
base/train,soundscape_165222.wav,4.44,10
base/train,soundscape_187103.wav,2.53,10
base/train,soundscape_77506.wav,0.42,10
base/train,soundscape_181904.wav,3.72,10
base/train,soundscape_63691.wav,0.55,10
base/train,soundscape_199325.wav,4.18,10
base/train,soundscape_183669.wav,5.61,10
base/train,soundscape_201641.wav,7.26,10
base/train,soundscape_21590.wav,6.15,10
base/train,soundscape_94075.wav,6.65,10
base/train,soundscape_196963.wav,0.54,10
base/train,soundscape_142915.wav,8.13,10
base/train,soundscape_18467.wav,5.91,10
base/train,soundscape_202781.wav,3.21,10
base/train,soundscape_52581.wav,3.98,10
base/train,soundscape_27870.wav,5.44,10
base/train,soundscape_105341.wav,0.71,10
base/train,soundscape_169603.wav,1.3,10
base/train,soundscape_113433.wav,2.0,10
base/train,soundscape_33216.wav,9.0,10
base/train,soundscape_108283.wav,0.84,10
base/train,soundscape_109475.wav,2.29,10
base/train,soundscape_151364.wav,7.16,10
base/train,soundscape_132130.wav,0.84,10
base/train,soundscape_197361.wav,4.39,10
base/train,soundscape_77509.wav,1.99,10
base/train,soundscape_143958.wav,8.86,10
base/train,soundscape_191765.wav,2.22,10
base/train,soundscape_181937.wav,1.05,10
base/train,soundscape_153645.wav,5.75,10
base/train,soundscape_173608.wav,5.66,10
base/train,soundscape_157031.wav,8.28,10
base/train,soundscape_77152.wav,7.8,10
base/train,soundscape_143925.wav,0.19,10
base/train,soundscape_101768.wav,8.58,10
base/train,soundscape_37492.wav,9.0,10
base/train,soundscape_188750.wav,6.98,10
base/train,soundscape_115559.wav,6.58,10
base/train,soundscape_88266.wav,7.65,10
base/train,soundscape_63047.wav,7.15,10
base/train,soundscape_66774.wav,1.78,10
base/train,soundscape_43724.wav,5.56,10
base/train,soundscape_50608.wav,5.04,10
base/train,soundscape_118978.wav,5.38,10
base/train,soundscape_155138.wav,4.21,10
base/train,soundscape_99529.wav,5.65,10
base/train,soundscape_177849.wav,7.05,10
base/train,soundscape_185362.wav,6.54,10
base/train,soundscape_28258.wav,8.28,10
base/train,soundscape_45221.wav,1.57,10
base/train,soundscape_21235.wav,9.0,10
base/train,soundscape_77863.wav,7.67,10
base/train,soundscape_58373.wav,9.0,10
base/train,soundscape_147617.wav,2.27,10
base/train,soundscape_75740.wav,2.91,10
base/train,soundscape_159734.wav,8.35,10
base/train,soundscape_170826.wav,3.98,10
base/train,soundscape_1177.wav,8.59,10
base/train,soundscape_143758.wav,2.96,10
base/train,soundscape_188597.wav,6.41,10
base/train,soundscape_7395.wav,5.64,10
base/train,soundscape_74869.wav,6.61,10
base/train,soundscape_198594.wav,8.21,10
base/train,soundscape_111711.wav,3.56,10
base/train,soundscape_61549.wav,2.49,11
base/train,soundscape_124796.wav,7.43,11
base/train,soundscape_118040.wav,5.3,11
base/train,soundscape_81916.wav,3.82,11
base/train,soundscape_135151.wav,2.27,11
base/train,soundscape_204417.wav,0.0,11
base/train,soundscape_154484.wav,3.51,11
base/train,soundscape_48751.wav,2.83,11
base/train,soundscape_12366.wav,7.19,11
base/train,soundscape_111318.wav,4.64,11
base/train,soundscape_2389.wav,3.27,11
base/train,soundscape_96495.wav,5.8,11
base/train,soundscape_148748.wav,4.91,11
base/train,soundscape_203721.wav,3.08,11
base/train,soundscape_186085.wav,4.06,11
base/train,soundscape_156072.wav,7.48,11
base/train,soundscape_154317.wav,0.92,11
base/train,soundscape_21925.wav,8.58,11
base/train,soundscape_176691.wav,5.42,11
base/train,soundscape_157272.wav,7.53,11
base/train,soundscape_192325.wav,0.04,11
base/train,soundscape_14004.wav,4.0,11
base/train,soundscape_75097.wav,2.82,11
base/train,soundscape_185302.wav,8.23,11
base/train,soundscape_13545.wav,8.74,11
base/train,soundscape_107533.wav,6.07,11
base/train,soundscape_127845.wav,7.26,11
base/train,soundscape_137494.wav,3.88,11
base/train,soundscape_137802.wav,7.34,11
base/train,soundscape_173866.wav,7.89,11
base/train,soundscape_44805.wav,8.04,11
base/train,soundscape_99393.wav,8.77,11
base/train,soundscape_47603.wav,6.11,11
base/train,soundscape_102212.wav,1.63,11
base/train,soundscape_54281.wav,8.34,11
base/train,soundscape_125558.wav,3.78,11
base/train,soundscape_203776.wav,9.0,11
base/train,soundscape_36896.wav,6.59,11
base/train,soundscape_96939.wav,4.97,11
base/train,soundscape_135003.wav,6.36,11
base/train,soundscape_168300.wav,6.43,11
base/train,soundscape_69687.wav,4.04,11
base/train,soundscape_19910.wav,1.65,11
base/train,soundscape_202382.wav,7.7,11
base/train,soundscape_140331.wav,4.7,11
base/train,soundscape_3931.wav,3.14,11
base/train,soundscape_58126.wav,7.65,11
base/train,soundscape_98654.wav,0.79,11
base/train,soundscape_103343.wav,9.0,11
base/train,soundscape_18192.wav,0.0,11
base/train,soundscape_104859.wav,4.34,11
base/train,soundscape_148257.wav,8.83,11
base/train,soundscape_164656.wav,5.73,11
base/train,soundscape_152587.wav,1.13,11
base/train,soundscape_95879.wav,2.37,11
base/train,soundscape_62710.wav,1.53,11
base/train,soundscape_62365.wav,8.47,11
base/train,soundscape_195292.wav,2.44,11
base/train,soundscape_191302.wav,8.53,11
base/train,soundscape_199337.wav,5.19,11
base/train,soundscape_117923.wav,0.0,11
base/train,soundscape_119021.wav,5.98,11
base/train,soundscape_131453.wav,5.15,11
base/train,soundscape_146522.wav,4.13,11
base/train,soundscape_131397.wav,1.43,11
base/train,soundscape_183060.wav,4.77,11
base/train,soundscape_177288.wav,7.5,11
base/train,soundscape_44674.wav,7.32,11
base/train,soundscape_146085.wav,5.73,11
base/train,soundscape_1423.wav,1.28,11
base/train,soundscape_5249.wav,0.12,11
base/train,soundscape_79015.wav,9.0,11
base/train,soundscape_123831.wav,2.35,11
base/train,soundscape_66073.wav,5.81,11
base/train,soundscape_203784.wav,2.37,11
base/train,soundscape_84056.wav,2.24,11
base/train,soundscape_174387.wav,3.76,11
base/train,soundscape_116858.wav,3.81,11
base/train,soundscape_76910.wav,6.91,11
base/train,soundscape_40384.wav,7.11,11
base/train,soundscape_85533.wav,9.0,11
base/train,soundscape_81568.wav,8.27,11
base/train,soundscape_178733.wav,5.2,11
base/train,soundscape_60270.wav,4.26,11
base/train,soundscape_121723.wav,1.3,11
base/train,soundscape_23941.wav,8.37,11
base/train,soundscape_189928.wav,3.65,11
base/train,soundscape_99556.wav,2.07,11
base/train,soundscape_9481.wav,6.09,11
base/train,soundscape_102173.wav,2.34,11
base/train,soundscape_28310.wav,0.85,11
base/train,soundscape_149703.wav,1.28,11
base/train,soundscape_47602.wav,6.85,11
base/train,soundscape_106264.wav,6.48,11
base/train,soundscape_1309.wav,2.92,11
base/train,soundscape_82546.wav,7.44,11
base/train,soundscape_22293.wav,8.87,11
base/train,soundscape_201367.wav,6.42,11
base/train,soundscape_89478.wav,3.72,11
base/train,soundscape_164441.wav,3.73,11
base/train,soundscape_21122.wav,6.63,11
base/train,soundscape_113653.wav,0.84,11
base/train,soundscape_135350.wav,8.89,11
base/train,soundscape_172613.wav,8.26,11
base/train,soundscape_145564.wav,6.1,11
base/train,soundscape_25177.wav,8.92,11
base/train,soundscape_180635.wav,5.18,11
base/train,soundscape_158163.wav,7.04,11
base/train,soundscape_159933.wav,1.63,11
base/train,soundscape_165884.wav,0.36,11
base/train,soundscape_7430.wav,8.98,11
base/train,soundscape_100154.wav,3.66,11
base/train,soundscape_22684.wav,9.0,11
base/train,soundscape_195197.wav,5.25,11
base/train,soundscape_179643.wav,5.34,11
base/train,soundscape_179786.wav,3.67,11
base/train,soundscape_103095.wav,6.72,11
base/train,soundscape_27055.wav,6.58,11
base/train,soundscape_75495.wav,3.59,11
base/train,soundscape_201921.wav,5.14,11
base/train,soundscape_100968.wav,3.1,11
base/train,soundscape_19622.wav,1.57,11
base/train,soundscape_33793.wav,4.74,11
base/train,soundscape_13658.wav,1.54,11
base/train,soundscape_121993.wav,4.2,11
base/train,soundscape_170967.wav,5.01,11
base/train,soundscape_43441.wav,1.42,11
base/train,soundscape_52565.wav,8.38,11
base/train,soundscape_26736.wav,5.75,11
base/train,soundscape_189896.wav,5.93,11
base/train,soundscape_106082.wav,9.0,11
base/train,soundscape_9109.wav,7.6,11
base/train,soundscape_99135.wav,0.0,11
base/train,soundscape_154132.wav,8.69,11
base/train,soundscape_108504.wav,7.09,11
base/train,soundscape_148579.wav,6.69,11
base/train,soundscape_85348.wav,1.01,11
base/train,soundscape_30063.wav,7.82,11
base/train,soundscape_62094.wav,0.96,11
base/train,soundscape_128674.wav,0.0,11
base/train,soundscape_181385.wav,2.64,11
base/train,soundscape_173887.wav,1.56,11
base/train,soundscape_117091.wav,3.42,11
base/train,soundscape_203947.wav,1.52,11
base/train,soundscape_129959.wav,8.58,11
base/train,soundscape_151304.wav,7.58,11
base/train,soundscape_135678.wav,5.8,11
base/train,soundscape_179876.wav,5.41,11
base/train,soundscape_202362.wav,7.47,11
base/train,soundscape_29300.wav,5.45,11
base/train,soundscape_146616.wav,6.8,11
base/train,soundscape_134173.wav,4.3,11
base/train,soundscape_172512.wav,7.76,11
base/train,soundscape_107875.wav,0.0,11
base/train,soundscape_36561.wav,1.61,11
base/train,soundscape_1578.wav,1.2,11
base/train,soundscape_85148.wav,4.98,11
base/train,soundscape_19672.wav,6.49,11
base/train,soundscape_47216.wav,5.33,11
base/train,soundscape_202964.wav,6.86,11
base/train,soundscape_32168.wav,4.01,11
base/train,soundscape_11080.wav,9.0,11
base/train,soundscape_199357.wav,2.35,11
base/train,soundscape_168869.wav,6.62,11
base/train,soundscape_167225.wav,0.14,11
base/train,soundscape_68399.wav,6.02,11
base/train,soundscape_125848.wav,4.27,11
base/train,soundscape_119637.wav,0.86,11
base/train,soundscape_51561.wav,2.78,11
base/train,soundscape_32678.wav,3.61,11
base/train,soundscape_200433.wav,2.97,11
base/train,soundscape_139285.wav,5.32,11
base/train,soundscape_11119.wav,0.8,11
base/train,soundscape_95420.wav,5.3,11
base/train,soundscape_79686.wav,7.75,11
base/train,soundscape_109021.wav,5.63,11
base/train,soundscape_193500.wav,0.23,11
base/train,soundscape_46167.wav,1.9,11
base/train,soundscape_36841.wav,2.65,11
base/train,soundscape_171277.wav,2.88,11
base/train,soundscape_66965.wav,6.08,11
base/train,soundscape_22165.wav,0.3,11
base/train,soundscape_40678.wav,0.37,11
base/train,soundscape_100805.wav,3.97,11
base/train,soundscape_133742.wav,5.7,11
base/train,soundscape_35354.wav,8.35,11
base/train,soundscape_117648.wav,6.56,11
base/train,soundscape_147355.wav,9.0,11
base/train,soundscape_96317.wav,3.85,11
base/train,soundscape_175087.wav,2.61,11
base/train,soundscape_165597.wav,2.15,11
base/train,soundscape_147626.wav,6.2,11
base/train,soundscape_65927.wav,6.25,11
base/train,soundscape_41954.wav,7.39,11
base/train,soundscape_46125.wav,0.67,11
base/train,soundscape_69774.wav,4.69,11
base/train,soundscape_50376.wav,1.17,11
base/train,soundscape_85006.wav,8.48,11
base/train,soundscape_17676.wav,3.73,11
base/train,soundscape_156107.wav,7.04,11
base/train,soundscape_17982.wav,3.56,11
base/train,soundscape_7445.wav,3.0,11
base/train,soundscape_160209.wav,8.62,11
base/train,soundscape_168149.wav,6.11,11
base/train,soundscape_135848.wav,0.55,11
base/train,soundscape_121672.wav,4.57,11
base/train,soundscape_7883.wav,1.0,11
base/train,soundscape_188496.wav,0.72,11
base/train,soundscape_41538.wav,4.87,11
base/train,soundscape_198367.wav,3.96,11
base/train,soundscape_88957.wav,0.39,11
base/train,soundscape_188733.wav,5.64,11
base/train,soundscape_123617.wav,5.53,11
base/train,soundscape_198671.wav,6.24,11
base/train,soundscape_119516.wav,2.31,11
base/train,soundscape_173638.wav,9.0,11
base/train,soundscape_51234.wav,3.88,11
base/train,soundscape_184427.wav,0.24,11
base/train,soundscape_64204.wav,1.55,11
base/train,soundscape_151525.wav,2.18,11
base/train,soundscape_2880.wav,3.28,11
base/train,soundscape_43250.wav,0.0,11
base/train,soundscape_75821.wav,5.02,11
base/train,soundscape_149134.wav,1.07,11
base/train,soundscape_148823.wav,5.02,11
base/train,soundscape_190715.wav,2.35,11
base/train,soundscape_188038.wav,5.45,11
base/train,soundscape_6852.wav,6.18,11
base/train,soundscape_59373.wav,1.92,11
base/train,soundscape_38418.wav,7.61,11
base/train,soundscape_182344.wav,0.0,11
base/train,soundscape_138552.wav,1.73,11
base/train,soundscape_123650.wav,4.34,11
base/train,soundscape_60946.wav,5.99,11
base/train,soundscape_108811.wav,2.36,11
base/train,soundscape_29742.wav,5.03,11
base/train,soundscape_70333.wav,0.93,11
base/train,soundscape_75248.wav,3.79,11
base/train,soundscape_23474.wav,5.73,11
base/train,soundscape_93278.wav,8.2,11
base/train,soundscape_142432.wav,8.86,11
base/train,soundscape_47783.wav,7.36,11
base/train,soundscape_178806.wav,5.89,11
base/train,soundscape_22993.wav,4.92,11
base/train,soundscape_2231.wav,5.92,11
base/train,soundscape_85844.wav,8.22,11
base/train,soundscape_83535.wav,3.03,11
base/train,soundscape_193393.wav,6.89,11
base/train,soundscape_172365.wav,7.15,11
base/train,soundscape_117022.wav,7.44,11
base/train,soundscape_83429.wav,1.33,11
base/train,soundscape_63117.wav,1.19,11
base/train,soundscape_129675.wav,0.31,11
base/train,soundscape_72228.wav,0.85,11
base/train,soundscape_76324.wav,7.84,11
base/train,soundscape_5235.wav,1.99,11
base/train,soundscape_156932.wav,6.2,11
base/train,soundscape_76881.wav,3.66,11
base/train,soundscape_78219.wav,1.03,11
base/train,soundscape_115867.wav,8.93,11
base/train,soundscape_97102.wav,1.1,11
base/train,soundscape_26478.wav,0.06,11
base/train,soundscape_59376.wav,0.37,11
base/train,soundscape_139502.wav,3.06,11
base/train,soundscape_65618.wav,7.51,11
base/train,soundscape_30804.wav,9.0,11
base/train,soundscape_170011.wav,2.67,11
base/train,soundscape_51867.wav,2.49,11
base/train,soundscape_58799.wav,3.1,11
base/train,soundscape_64212.wav,7.65,11
base/train,soundscape_95840.wav,9.0,11
base/train,soundscape_13436.wav,7.63,11
base/train,soundscape_44278.wav,1.01,11
base/train,soundscape_103264.wav,0.1,11
base/train,soundscape_154089.wav,7.03,11
base/train,soundscape_39342.wav,2.97,11
base/train,soundscape_193290.wav,5.75,11
base/train,soundscape_25875.wav,5.47,11
base/train,soundscape_201360.wav,6.57,11
base/train,soundscape_146874.wav,1.94,11
base/train,soundscape_78009.wav,6.13,11
base/train,soundscape_118086.wav,4.31,11
